deep_cleaned|pos|morph_tag|word_raw|sentence_id|pres_before|pres_after|text_id|subtitle_id
сна|Nb|-s---mg--i|с҃на|5001062|| |10|41
въ|R-|---------n|въ|5001062|| |10|41
старость|Nb|-s---fa--i|старость|5001062|| |10|41
своѭ|Pt|3s---fa--i|своѭ̄|5001062|| · |10|41
і|C-|---------n|ӣ|5001062|| |10|41
се|Pd|---------n|се|5001062|| |10|41
мѣць|Nb|-s---ma--i|м҃ѣць|5001062|| |10|41
шестъі|Mo|-s---ma--i|шестъи|5001062|| |10|41
еі|Pp|---------n|е҅и|5001062||҅ |10|41
естъ|V-|3spia----i|е̄̄стъ|5001062|| · |10|41
наріцаемѣі|V-|-spppfd-wi|наріцае̄мѣӣ|5001062|| |10|41
неплодьві|Nb|-s---fd--i|неплодьві|5001062|| ·|10|41
ѣко|G-|---------n|Ѣ̄̄ко|5001063| | |10|41
не|Df|---------n|не|5001063|| |10|41
ізнеможетъ|V-|3spia----i|ӣзнеможетъ|5001063|| |10|41
отъ|R-|---------n|о̄тъ|5001063|| |10|41
ба|Nb|-s---mg--i|б҃а|5001063|| |10|41
всѣкь|V-|-supamn-si|вс҅ѣкь|5001063|| |10|41
глъ|Nb|-s---mn--i|г҃лъ|5001063|| :|10|41
рече|V-|3saia----i|Рече|5001064| | |10|41
же|Df|---------n|же|5001064|| |10|41
маріѣ|Ne|-s---fn--i|мариѣ|5001064|| · |10|41
се|I-|---------n|се|5001064|| |10|41
раба|Nb|-s---fn--i|раба|5001064|| |10|41
гнѣ|A-|-s---fnpsi|г҃нѣ|5001064|| · |10|41
бѫді|V-|3spma----i|бѫ҅ди|5001064|| |10|41
мънѣ|Pp|1s---qd--i|мънѣ|5001064|| |10|41
по|R-|---------n|по|5001064|| |10|41
глоу|Nb|-s---md--i|г҃лѹ|5001064|| |10|41
твоемоу|Ps|2s---od--i|твое҅мѹ|5001064|| · |10|41
і|C-|---------n|Ӣ|5001064|| |10|41
отіде|V-|3saia----i|о̄тіде|5001064|| |10|41
отъ|R-|---------n|о̄тъ|5001064|| |10|41
неѧ|Pp|3s---fg--i|неѩ̄|5001064|| |10|41
англъ|Nb|-s---mn--i|а҃҅нꙉлъ|5001064|| ⁛ · —|10|41
въставъші|V-|-supafn-si|Въставъши|5001065| | |10|41
маріѣ|Ne|-s---fn--i|мариѣ̄|5001065|| · |10|41
іде|V-|3saia----i|ӣде|5001065|| |10|41
въ|R-|---------n|въ|5001065|| |10|41
подъгоріе|Nb|-s---na--i|подъгорие|5001065|| |10|41
съ|R-|---------n|съ|5001065|| |10|41
тьштаніемъ|Nb|-s---ni--i|тьштаниемъ|5001065|| · |10|41
въ|R-|---------n|въ|5001065|| |10|41
градъ|Nb|-s---ma--i|градъ|5001065|| |10|41
іюдовъ|A-|-s---mapsi|ӣю̄довъ|5001065|| ·|10|41
вставші|V-|-supafn-si|в҃ст̄авш̄и|5001066| | |10|41
маріѣ|Ne|-s---fn--i|ма̄риѣ̄|5001066|| ⁛ коц ·|10|41
вставші|V-|-supafn-si|вс̄тавши|5001067| | |10|41
маріѣ|Ne|-s---fn--i|мариѣ̄|5001067|| ⁛ коц|10|41
і|C-|---------n|ӣ|5001068| | |10|41
въніде|V-|3saia----i|въниде|5001068|| |10|41
въ|R-|---------n|въ|5001068|| |10|41
домъ|Nb|-s---ma--i|домъ|5001068|| |10|41
захаріінъ|A-|-s---mapsi|захариӣнъ|5001068|| · |10|41
іцѣлова|V-|3saia----i|и҅҅ц̀̀ѣлова|5001068|| |10|41
елісавеѳь|Ne|-s---fn--i|е̄лис̄авеѳь|5001068|| ·|10|41
і|C-|---------n|Ӣ|5001069| | |10|41
бъіс|V-|3saia----i|бъис|5001069|| |10|41
ѣко|G-|---------n|ѣ̄ко|5001069|| |10|41
оуслъіша|V-|3saia----i|ѹ̄слъиша|5001069|| |10|41
елісавеѳь|Ne|-s---fn--i|е̄лисавеѳь|5001069|| · |10|41
цѣлованіе|Nb|-s---na--i|цѣлование̄|5001069|| |10|41
марііно|A-|-s---napsi|мариӣно|5001069|| · |10|41
възігра|V-|3saia----i|възігра|5001069|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001069|| |10|41
младънець|Nb|-s---mn--i|мла̄дънець|5001069|| |10|41
радоштамі|Nb|-p---fi--i|радощамі|5001069|| |10|41
въ|R-|---------n|въ|5001069|| |10|41
ѫтробѣ|Nb|-s---fl--i|ѫ̄тробѣ|5001069|| |10|41
еѧ|Pp|3s---fg--i|е̄ѩ̄|5001069|| · |10|41
і|C-|---------n|ӣ|5001069|| |10|41
ісплъні|V-|3saia----i|ӣспл҅ъни|5001069|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001069|| |10|41
дхмъ|Nb|-s---mi--i|д҃хмъ|5001069|| |10|41
стъімъ|A-|-s---oipwi|с҃тъимъ|5001069|| |10|41
елісавеѳь|Ne|-s---fn--i|е̄лісавеѳь|5001069|| ·|10|41
і|C-|---------n|Ӣ|5001070| | |10|41
възьпі|V-|3saia----i|възьпи|5001070|| |10|41
і|C-|---------n|і̄|5001070|| |10|41
гласомъ|Nb|-s---mi--i|гласомъ|5001070|| |10|41
веліемъ|A-|-s---mipsi|велие̄мъ|5001070|| |10|41
і|C-|---------n|и|5001070|| |10|41
рече|V-|3saia----i|рече|5001070|| · |10|41
блвна|V-|-s---fnpsi|Б҃лвна|5001070|| |10|41
тъі|Pp|2s---qn--i|тъи|5001070|| |10|41
въ|R-|---------n|въ|5001070|| |10|41
женахъ|Nb|-p---fl--i|женахъ|5001070|| · |10|41
і|C-|---------n|ӣ|5001070|| |10|41
блвнъ|A-|-s---mnpsi|б҃лвнъ|5001070|| |10|41
плодъ|Nb|-s---mn--i|плодъ|5001070|| |10|41
чрѣва|Nb|-s---ng--i|чрѣва|5001070|| |10|41
твоего|Ps|2s---ng--i|твое̄го|5001070|| ·|10|41
і|C-|---------n|Ӣ|5001071| | |10|41
отъ|R-|---------n|о̄тъ|5001071|| |10|41
кѫдоу|Du|---------n|кѫдѹ|5001071|| |10|41
се|I-|-s---na--i|се|5001071|| |10|41
мнѣ|Pp|1s---md--i|мн̄ѣ|5001071|| |10|41
да|G-|---------n|да|5001071|| |10|41
прідетъ|V-|3spia----i|придетъ|5001071|| |10|41
мті|Nb|-s---fn--i|м҃ті|5001071|| |10|41
га|Nb|-s---mg--i|г҃а|5001071|| |10|41
моего|Ps|1s---og--i|мое̄го|5001071|| |10|41
кь|R-|---------n|кь|5001071|| |10|41
мнѣ|Pp|1s---ml--i|мн̄ѣ|5001071|| ·|10|41
се|Pd|-s---nn--i|се|5001072| | |10|41
бо|Df|---------n|бо|5001072|| |10|41
ѣко|Df|---------n|ѣ̄ко|5001072|| |10|41
бъістъ|V-|3saia----i|бъістъ|5001072|| |10|41
глас|Nb|-s---mn--i|глас|5001072|| |10|41
цѣлованіѣ|Nb|-s---ng--i|цѣлованиѣ|5001072||҅ |10|41
твоего|Ps|2s---ng--i|твое̄го|5001072|| |10|41
въ|R-|---------n|въ|5001072|| |10|41
оушію|Nb|-d---nl--i|ѹ̄шию̄|5001072|| |10|41
моею|Ps|1d---nl--i|мое̄ю̄|5001072|| · |10|41
възіграсѧ|V-|3saia----i|възиграсѧ|5001072|| |10|41
младънецъ|Nb|-s---mn--i|мла̄дънецъ|5001072|| |10|41
радоштамі|Nb|-p---fi--i|радоштамі|5001072|| |10|41
въ|R-|---------n|въ|5001072|| |10|41
чрѣвѣ|Nb|-s---nl--i|чрѣвѣ|5001072|| |10|41
моемъ|Ps|1s---nl--i|мое̄мъ|5001072|| ·|10|41
і|C-|---------n|ӣ|5001073| | |10|41
блажена|A-|-s---fnpsi|блажена|5001073|| |10|41
ѣже|Pr|-s---fn--i|ѣ̄же|5001073|| |10|41
вѣрѫ|Nb|-s---fa--i|вѣрѫ|5001073|| |10|41
ѧтъ|V-|3saia----i|ѩ̄тъ|5001073|| · |10|41
ѣко|G-|---------n|ѣ̄ко|5001073|| |10|41
бѫдетъ|V-|3sfia----i|бѫдетъ|5001073|| |10|41
съвръшеніе|Nb|-s---nn--i|съвръшение|5001073|| |10|41
гланъімъ|V-|-puppnd-wi|г҃ланъімъ|5001073|| |10|41
еі|Pp|---------n|(е̄ӣ)|5001073|| |10|41
отъ|R-|---------n|о̄тъ|5001073|| |10|41
га|Nb|-s---mg--i|г҃а|5001073|| ·|10|41
і|C-|---------n|Ӣ|5001074| | |10|41
рече|V-|3saia----i|рече|5001074|| |10|41
маріѣ|Ne|-s---fn--i|маріѣ̄|5001074|| · |10|41
велічітъ|V-|3spia----i|Велічітъ|5001074|| |10|41
дша|Nb|-s---fn--i|д҃ша|5001074|| |10|41
моѣ|Ps|1s---fn--i|моѣ̄|5001074|| |10|41
га|Nb|-s---mg--i|г҃а|5001074|| ·|10|41
і|C-|---------n|ӣ|5001075| | |10|41
въздрадова|V-|3saia----i|въздрадова|5001075|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001075|| |10|41
дхъ|Nb|-s---mn--i|д҃хъ|5001075|| |10|41
моі|Ps|1s---mn--i|моӣ|5001075|| |10|41
о|R-|---------n|о̄|5001075|| |10|41
бзѣ|Nb|-s---ml--i|б҃ѕѣ|5001075|| |10|41
спсѣ|Nb|-s---ml--i|с҃псѣ|5001075|| |10|41
моемъ|Ps|1s---ol--i|мое̄мъ|5001075|| ·|10|41
ѣко|G-|---------n|ѣ̄ко|5001076| | |10|41
прізьрѣ|V-|3saia----i|призьрѣ|5001076|| |10|41
на|R-|---------n|на|5001076|| |10|41
съмѣреніе|Nb|-s---na--i|съмѣрені̄е|5001076|| |10|41
рабъі|Nb|-s---fg--i|рабъі|5001076|| |10|41
своеѧ|Pt|3s---fg--i|свое̄ѩ̄|5001076|| · |10|41
се|I-|---------n|се|5001076|| |10|41
бо|Df|---------n|бо|5001076|| |10|41
отъ|R-|---------n|о̄тъ|5001076|| |10|41
селѣ|Nb|-s---nl--i|селѣ|5001076|| |10|41
блажѧтъ|V-|3ppia----i|блажѧтъ|5001076|| |10|41
мѧ|Pp|1s---qa--i|мѧ|5001076|| |10|41
въсі|Px|-p---mn--i|въси|5001076|| |10|41
роді|V-|-p---mn--i|роді|5001076|| ·|10|41
ѣко|G-|---------n|Ѣ̄ко|5001077| | |10|41
сътворі|V-|3saia----i|сътвори|5001077|| |10|41
мнѣ|Pp|1s---fd--i|мн̄ѣ|5001077|| |10|41
велічіе|Nb|-s---na--i|величіе̄|5001077|| |10|41
сілънъі|A-|-s---mnpwi|сілънъі|5001077|| |10|41
і|C-|---------n|ӣ|5001077|| |10|41
сто|A-|-s---nnpsi|с҃то|5001077|| |10|41
імѧ|Nb|-s---nn--i|ӣмѧ|5001077|| |10|41
его|Pp|3s---mg--i|е̄го|5001077|| ·|10|41
прѣбъіс|Ne|-s---mn--i|Прѣбъис|5001078| | |10|41
же|Df|---------n|же|5001078|| |10|41
маріѣ|Ne|-s---fn--i|мариѣ̄|5001078|| |10|41
съ|R-|---------n|съ|5001078|| |10|41
неѭ|Pp|3s---fi--i|неѭ̄|5001078|| |10|41
ѣко|G-|---------n|ѣ̄ко|5001078|| |10|41
трі|Ma|-p---ma--i|три|5001078|| |10|41
мѣцѧ|Nb|-p---ma--i|м҃ѣцѩ|5001078|| · |10|41
і|C-|---------n|ӣ|5001078|| |10|41
възвраті|V-|3saia----i|възврати|5001078|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001078|| |10|41
въ|R-|---------n|въ|5001078|| |10|41
домъ|Nb|-s---ma--i|домъ|5001078|| |10|41
своі|Pt|3s---ma--i|своӣ|5001078|| ⁛ —|10|41
възвраті|V-|3saia----i|възвраті|5001079| | |10|41
сѧ|Pk|3s---qa--i|сѧ|5001079|| |10|41
въ|R-|---------n|въ|5001079|| |10|41
домъ|Nb|-s---ma--i|домъ|5001079|| |10|41
своі|Pt|3s---ma--i|свои|5001079|| ⁛ · —|10|41
въ|R-|---------n|въ|5001080| | |10|41
домъ|Nb|-s---ma--i|домъ|5001080|| |10|41
своі|Pt|3s---ma--i|своӣ|5001080|| ⁛|10|41
елісаветі|Ne|-s---fd--i|Елисаветі|5001081| | |10|41
же|Df|---------n|же|5001081|| |10|41
ісплънішѧ|V-|3paia----i|ӣсплънишѧ|5001081|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001081|| |10|41
деніе|Nb|-s---nn--i|дение̄|5001081|| |10|41
родіті|V-|--pna----i|родіти|5001081|| |10|41
еі|Pp|3s---fd--i|е̄ӣ|5001081|| · |10|41
і|C-|---------n|ӣ|5001081|| |10|41
роді|V-|3saia----i|роді|5001081|| |10|41
снъ|Nb|-s---mn--i|с҃нъ|5001081|| ·|10|41
і|C-|---------n|Ӣ|5001082| | |10|41
слъішашѧ|V-|3paia----i|слъішашѧ|5001082|| |10|41
окрстъ|Nb|-s---ma--i|о҃̄крстъ|5001082|| |10|41
жівѫштіі|V-|-pppamn-wi|жівѫщиӣ|5001082|| |10|41
рожденіе|Nb|-s---nn--i|рождение̄|5001082|| |10|41
еѧ|Pp|3s---fg--i|е҅ѩ̄|5001082|| · |10|41
ѣко|G-|---------n|Ѣ̄ко|5001082|| |10|41
възвелічілъ|V-|-sspamn-si|възвелічілъ|5001082|| |10|41
естъ|V-|3spia----i|е̄стъ|5001082|| |10|41
гь|Nb|-s---mn--i|г҃ь|5001082|| |10|41
млстъ|Nb|-s---fa--i|м҃лстъ|5001082|| |10|41
своѭ|Pt|3s---fa--i|своѭ̄|5001082|| |10|41
съ|R-|---------n|съ|5001082|| |10|41
неѭ|Pp|3s---fi--i|неѭ̄|5001082|| · |10|41
і|C-|---------n|Ӣ|5001082|| |10|41
радоваахѫ|V-|3piia----i|радоваа̄хѫ|5001082|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001082|| |10|41
съ|R-|---------n|съ|5001082|| |10|41
неѭ|Pp|3s---fi--i|неѭ̆|5001082|| ·|10|41
і|C-|---------n|Ӣ|5001083| | |10|41
бъіс|V-|3saia----i|бъис|5001083|| |10|41
въ|R-|---------n|въ|5001083|| |10|41
осмъі|Mo|-s---ma--i|о̄с҅мъі|5001083|| |10|41
ден|A-|-s---ma--i|ден|5001083|| · |10|41
прідѫ|V-|3paia----i|придѫ|5001083|| |10|41
обрѣзатъ|V-|---u--n--i|о̄брѣзатъ|5001083|| |10|41
отрочѧте|Nb|-s---ng--i|о̄трочѧте|5001083|| · |10|41
і|C-|---------n|Ӣ|5001083|| |10|41
наріцаахѫ|V-|3piia----i|нарицаа̄хѫ|5001083|| |10|41
е|Pp|3s---na--i|е̄|5001083|| |10|41
іменемъ|Nb|-s---ni--i|ӣменемъ|5001083|| |10|41
оца|Nb|-s---mg--i|о҃̄ца|5001083|| |10|41
своего|Pt|3s---og--i|своѐ̀го|5001083|| |10|41
захаріѣ|Ne|-s---mn--i|захариѣ̄|5001083|| ·|10|41
і|C-|---------n|ӣ|5001084| | |10|41
отъвѣштавъші|V-|-supafn-si|о̄тъвѣщавъши|5001084|| |10|41
мті|Nb|-s---fn--i|м҃ти|5001084|| |10|41
его|Pp|3s---mg--i|е̄го|5001084|| |10|41
ре|V-|-s---pn--i|ре|5001084|| |10|41
ні|C-|---------n|ни|5001084|| · |10|41
нъ|C-|---------n|нъ|5001084|| |10|41
да|Df|---------n|да|5001084|| |10|41
наречетъ|V-|3spia----i|наречетъ|5001084|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001084|| |10|41
імѧ|Nb|-s---nn--i|ӣмѧ|5001084|| |10|41
емоу|Pp|3s---md--i|е̄мѹ|5001084|| |10|41
іоанъ|Ne|-s---mn--i|ӣо̄а̄нъ|5001084|| ·|10|41
і|C-|---------n|Ӣ|5001085| | |10|41
рѣшѧ|V-|3paia----i|рѣшѧ|5001085|| |10|41
кь|R-|---------n|кь|5001085|| |10|41
неі|Pp|3s---fl--i|неӣ|5001085|| · |10|41
ѣко|G-|---------n|ѣ̄ко|5001085|| |10|41
ніктоже|Px|-s---qn--i|никт̄оже|5001085|| |10|41
естъ|V-|3spia----i|е̄стъ|5001085|| |10|41
отъ|R-|---------n|о̄тъ|5001085|| |10|41
рожденіѣ|Nb|-s---ng--i|рождениѣ|5001085|| |10|41
твоего|Ps|2s---ng--i|твое̄го|5001085|| · |10|41
іже|Pr|-s---mn--i|ꙇ̄же|5001085|| |10|41
наріцаетъ|V-|3spia----i|наріцае̄тъ|5001085|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001085|| |10|41
іменемъ|Nb|-s---ni--i|ӣмене̄мъ|5001085|| |10|41
тѣмь|Pd|-s---oi--i|тѣмь|5001085|| ·|10|41
помаваахѫ|V-|3piia----i|помаваа̄хѫ|5001086| | |10|41
же|Df|---------n|же|5001086|| |10|41
оцоу|Nb|-s---md--i|о҃̄цю|5001086|| |10|41
его|Pp|3s---mg--i|е̄го|5001086|| · |10|41
како|Du|---------n|како|5001086|| |10|41
бі|V-|3spsa----i|бі|5001086|| |10|41
хотѣлъ|V-|-sspamn-si|хотѣлъ|5001086|| |10|41
нарешті|V-|--pna----i|нарещі|5001086|| |10|41
е|Pp|3s---na--i|е̄|5001086|| ·|10|41
і|C-|---------n|Ӣ|5001087| | |10|41
іспрошь|V-|-supamn-si|ӣспрошь|5001087|| |10|41
дъштіцѫ|Nb|-s---fa--i|дъщицѫ|5001087|| · |10|41
напіса|V-|3saia----i|Напіса|5001087|| |10|41
глѧ|V-|-sppamn-si|г҃лѧ|5001087|| : |10|41
іоанъ|Ne|-s---mn--i|ӣ̄о̄а̄нъ|5001087|| |10|41
естъ|V-|3spia----i|е̄стъ|5001087|| |10|41
імѧ|Nb|-s---nn--i|ӣмѧ|5001087|| |10|41
емоу|Pp|3s---md--i|е̄мѹ|5001087|| · |10|41
і|C-|---------n|Ӣ|5001087|| |10|41
чоуждаахѫ|V-|3piia----i|чю̄ждаа̄хѫ|5001087|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001087|| |10|41
въсі|Px|-p---mn--i|въсі|5001087|| ·|10|41
отврѣсѧ|V-|3paia----i|О҅тв̄рѣсѧ|5001088| | |10|41
же|Df|---------n|же|5001088|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001088|| |10|41
оуста|Nb|-p---nn--i|ѹ̄ста|5001088|| |10|41
его|Pp|3s---mg--i|е̄го|5001088|| |10|41
абіе|Df|---------n|а̄бие̄|5001088|| · |10|41
і|C-|---------n|ӣ|5001088|| |10|41
ѧзкъ|Nb|-p---mg--i|ѩ҃̄зкъ|5001088|| |10|41
его|Pp|3s---mg--i|е̄го|5001088|| · |10|41
і|C-|---------n|Ӣ|5001088|| |10|41
глааше|V-|3siia----i|г҃лаа҅ше|5001088|| |10|41
блвѭ|Nb|-s---fi--i|Б҃лвѭ|5001088|| |10|41
ба|Nb|-s---mg--i|б҃а|5001088|| ·|10|41
і|C-|---------n|Ӣ|5001089| | |10|41
бъіс|V-|3saia----i|бъис|5001089|| |10|41
на|R-|---------n|на|5001089|| |10|41
въсѣх|Px|-p---mg--i|въсѣх|5001089|| |10|41
страхъ|Nb|-s---mn--i|ст҅рахъ|5001089|| · |10|41
жівѫштііхъ|V-|-pppaml-wi|живѫщиӣхъ|5001089|| |10|41
окрстъ|Nb|-s---ma--i|о҃̄крстъ|5001089|| · |10|41
і|C-|---------n|ӣ|5001089|| |10|41
въ|R-|---------n|въ|5001089|| |10|41
всеі|Px|-s---fl--i|вс̄еӣ|5001089|| |10|41
горніі|Nb|-s---fl--i|горниї|5001089|| |10|41
іюдеістѣі|A-|-s---flpwi|ӣю̄деӣстѣӣ|5001089|| · |10|41
повѣдаемі|V-|-ppppmn-si|повѣдае̄ми|5001089|| |10|41
бѣахѫ|V-|3piia----i|бѣа̄хѫ|5001089|| |10|41
въсі|Px|-p---mn--i|въси|5001089|| |10|41
глісі|Nb|-p---mn--i|г҃лисі|5001089|| ·|10|41
і|C-|---------n|ӣ|5001090| | |10|41
положішѧ|V-|3paia----i|положишѧ|5001090|| |10|41
всі|Px|-p---mn--i|всі|5001090|| |10|41
слъішѧштіі|V-|-pppamn-wi|слъішѧштіӣ|5001090|| |10|41
на|R-|---------n|на|5001090|| |10|41
срдцііхъ|Nb|-p---nl--i|с҃рдциӣхъ|5001090|| |10|41
своіхъ|Pt|3p---nl--i|своӣхъ|5001090|| · |10|41
чьто|Pi|-s---na--i|чьто|5001090|| |10|41
оубо|Df|---------n|ѹ̄бо|5001090|| |10|41
отрочѧ|Nb|-s---nn--i|о̄трочѧ|5001090|| |10|41
се|Pd|-s---nn--i|се|5001090|| |10|41
бѫдетъ|V-|3sfia----i|бѫдетъ|5001090|| · |10|41
і|C-|---------n|ӣ|5001090|| |10|41
рѫка|Nb|-s---fn--i|рѫка|5001090|| |10|41
гнѣ|A-|-s---fnpsi|г҃нѣ|5001090|| |10|41
бѣ|V-|3siia----i|бѣ|5001090|| |10|41
съ|R-|---------n|съ|5001090|| |10|41
німъ|Pp|3s---mi--i|нимъ|5001090|| ·|10|41
і|C-|---------n|ӣ|5001091| | |10|41
захаріѣ|Ne|-s---mn--i|захариѣ̄|5001091|| |10|41
оць|Nb|-s---mn--i|о҃̄ць|5001091|| |10|41
его|Pp|3s---mg--i|е̄го|5001091|| · |10|41
ісплъні|V-|3saia----i|ӣсплъни|5001091|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001091|| |10|41
дхмъ|Nb|-s---mi--i|д҃хмъ|5001091|| |10|41
стъіімъ|A-|-s---mipwi|с҃тъиӣмъ|5001091|| · |10|41
і|C-|---------n|ӣ|5001091|| |10|41
пррчьствова|V-|3saia----i|п҃ррчьствова|5001091|| |10|41
глѧ|V-|-sppamn-si|г҃лѧ|5001091|| ·|10|41
блнъ|A-|-s---mnpsi|Б҃лнъ|5001092| | |10|41
гь|Nb|-s---mn--i|г҃ь|5001092|| |10|41
бъ|Nb|-s---mn--i|б҃ъ|5001092|| |10|41
ізлвъ|A-|-s---mnpsi|и҃̄злвъ|5001092|| · |10|41
ѣко|G-|---------n|Ѣко|5001092|| |10|41
посѣті|V-|3saia----i|посѣті|5001092|| |10|41
і|C-|---------n|ӣ|5001092|| |10|41
сьтворі|V-|3saia----i|сьтворі|5001092|| |10|41
ізбавленіе|Nb|-s---na--i|ӣзбавл̄ение̄|5001092|| |10|41
людемъ|Nb|-p---md--i|людемъ|5001092|| |10|41
своімъ|Pt|3p---qd--i|своӣмъ|5001092|| ·|10|41
і|C-|---------n|Ӣ|5001093| | |10|41
тъі|Pp|2s---qn--i|тъі|5001093|| |10|41
отрочѧ|Nb|-s---nv--i|о̄трочѩ|5001093|| · |10|41
прркъ|Nb|-s---mn--i|п҃рркъ|5001093|| |10|41
въішнѣаго|A-|-s---mgpwi|въишнѣа̄го|5001093|| |10|41
наречеші|V-|2spia----i|наречеши|5001093|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001093|| · |10|41
прѣдъідеші|V-|2spia----i|Прѣдъидеши|5001093|| |10|41
бо|Df|---------n|бо|5001093|| |10|41
прѣдъ|R-|---------n|прѣдъ|5001093|| |10|41
ліцемъ|Nb|-s---ni--i|ліцемъ|5001093|| |10|41
гнемъ|V-|1ppia----i|г҃немъ|5001093|| · |10|41
оуготоваті|V-|--pna----i|ѹ̄готовати|5001093|| |10|41
пѫті|Nb|-s---ml--i|пѫти|5001093|| |10|41
его|Pp|3s---mg--i|е̄го|5001093|| ·|10|41
отрочѧ|Nb|-s---na--i|О̄трочѧ|5001094| | |10|41
же|Df|---------n|же|5001094|| |10|41
растѣаше|V-|3siia----i|растѣа̄ше|5001094|| · |10|41
і|C-|---------n|ӣ|5001094|| |10|41
крѣплѣаше|V-|3siia----i|крѣплѣа̄ше|5001094|| |10|41
сѧ|Pk|3s---qa--i|сѧ|5001094|| |10|41
дхмъ|Nb|-s---mi--i|д҃хмъ|5001094|| · |10|41
і|C-|---------n|ӣ|5001094|| |10|41
бѣ|V-|3siia----i|бѣ|5001094|| |10|41
въ|R-|---------n|въ|5001094|| |10|41
поустъінѣхъ|Nb|-p---fl--i|пѹстъинѣхъ|5001094|| · |10|41
до|R-|---------n|до|5001094|| |10|41
дьне|Nb|-s---mg--i|дьне|5001094|| |10|41
ѣвленіѣ|Nb|-s---ng--i|ѣ̄влениѣ̄|5001094|| |10|41
своего|Pt|3s---og--i|свое̄го|5001094|| · |10|41
къ|R-|---------n|къ|5001094|| |10|41
ізлю|Ne|-s---mv--i|и҃̄злю|5001094|| ⁛ —|10|41
ізіде|V-|3saia----i|ӣзіде|5001095| | |10|42
заповѣ|A-|1daia----i|заповѣ|5001095|| |10|42
отъ|R-|---------n|о̄тъ|5001095|| |10|42
кесарѣ|Nb|-s---mg--i|кесарѣ|5001095|| |10|42
авгоста|V-|3daia----i|а̄вг̄оста|5001095|| · |10|42
напісаті|V-|--pna----i|Напісаті|5001095|| |10|42
всѫ|Px|-s---fa--i|вс̄ѫ|5001095|| |10|42
вьселенѫѭ|Nb|-s---fa--i|вьселенѫѭ̄|5001095|| ·|10|42
се|Pd|-s---nn--i|се|5001096| | |10|42
напісаніе|Nb|-s---nn--i|напісаніе̄|5001096|| |10|42
пръвое|Df|-s---nn--i|пръвое̄|5001096|| |10|42
бъіс|V-|3saia----i|бъіс|5001096|| · |10|42
владѫштоу|V-|-sppamd-si|Владѫщѹ|5001096|| |10|42
соуріеѭ|Ne|-s---fi--i|сѹріе̄ѭ̄|5001096|| ⁛ |10|42
і|C-|---------n|ӣ|5001096|| |10|42
курініеѭ|Ne|-s---fi--i|кѵрініе̄ѭ̄|5001096|| ·|10|42
і|C-|---------n|ӣ|5001097| | |10|42
ідѣахѫ|V-|3piia----i|ӣдѣа̄хѫ|5001097|| |10|42
вьсі|Px|-p---mn--i|вьсі|5001097|| |10|42
напісатъ|V-|3spia----i|напісатъ|5001097|| |10|42
сѧ|Pk|3s---qa--i|сѧ|5001097|| · |10|42
кьждо|Px|-s---ni--i|кьждо|5001097|| |10|42
въ|R-|---------n|въ|5001097|| |10|42
своі|Pt|3s---ma--i|своӣ|5001097|| |10|42
градъ|Nb|-s---ma--i|градъ|5001097|| ·|10|42
вьзіде|V-|3saia----i|Вьзіде|5001098| | |10|42
же|Df|---------n|же|5001098|| |10|42
іосіфь|Ne|-s---mn--i|ӣо̄сіфь|5001098|| |10|42
от|R-|---------n|ѡт|5001098|| |10|42
галілеѧ|Ne|-s---fg--i|галілеѩ̄|5001098|| |10|42
і|C-|---------n|ӣ|5001098|| |10|42
града|Nb|-s---mg--i|града|5001098|| |10|42
назаретьска|A-|-s---mgpsi|назаретьск̄а|5001098|| |10|42
вь|R-|---------n|вь|5001098|| |10|42
іюдеѭ|Ne|-s---fa--i|ӣю̄деѭ̄|5001098|| |10|42
вь|R-|---------n|вь|5001098|| |10|42
градъ|Nb|-s---ma--i|градъ|5001098|| |10|42
ддвъ|A-|-s---mnpsi|д҃двъ|5001098|| · |10|42
іже|Pr|-s---mn--i|ꙇ̄же|5001098|| |10|42
наріцаетъ|V-|3spia----i|наріцае̄тъ|5001098|| |10|42
сѧ|Pk|3s---qa--i|сѧ|5001098|| |10|42
віѳлеемь|Ne|-s---mn--i|віѳл̄ее̄мь|5001098|| · |10|42
за|R-|---------n|за|5001098|| |10|42
не|Df|---------n|не|5001098|| |10|42
бѣаше|V-|3siia----i|бѣа̄ше|5001098|| |10|42
от|R-|---------n|от|5001098|| |10|42
домоу|Nb|-s---ml--i|домѹ|5001098|| |10|42
і|C-|---------n|ӣ|5001098|| |10|42
отчствіѣ|Nb|-s---ng--i|о҃̄тчствіѣ|5001098|| |10|42
ддова|A-|-s---ngpsi|д҃дова|5001098|| ·|10|42
напісатъ|V-|3spia----i|напісатъ|5001099| | |10|42
